,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths
2363,,Cote d'Ivoire,7.54,-5.5471,1/31/20,0,0
2364,,Croatia,45.1,15.2,1/31/20,0,0
2365,,Diamond Princess,0.0,0.0,1/31/20,0,0
2366,,Cuba,22.0,-80.0,1/31/20,0,0
2367,,Cyprus,35.1264,33.4299,1/31/20,0,0
2368,,Czechia,49.8175,15.472999999999999,1/31/20,0,0
2369,Faroe Islands,Denmark,61.8926,-6.9118,1/31/20,0,0
2370,Greenland,Denmark,71.7069,-42.6043,1/31/20,0,0
2371,,Denmark,56.2639,9.5018,1/31/20,0,0
2372,,Djibouti,11.8251,42.5903,1/31/20,0,0
2373,,Dominican Republic,18.7357,-70.1627,1/31/20,0,0
2374,,Ecuador,-1.8312,-78.1834,1/31/20,0,0
2375,,Egypt,26.0,30.0,1/31/20,0,0
2376,,El Salvador,13.7942,-88.8965,1/31/20,0,0
2377,,Equatorial Guinea,1.5,10.0,1/31/20,0,0
2378,,Eritrea,15.1794,39.7823,1/31/20,0,0
2379,,Estonia,58.5953,25.0136,1/31/20,0,0
2380,,Eswatini,-26.5225,31.4659,1/31/20,0,0
2381,,Ethiopia,9.145,40.4897,1/31/20,0,0
2382,,Fiji,-17.7134,178.065,1/31/20,0,0
2383,,Finland,64.0,26.0,1/31/20,1,0
2384,French Guiana,France,3.9339,-53.1258,1/31/20,0,0
2385,French Polynesia,France,-17.6797,149.4068,1/31/20,0,0
2386,Guadeloupe,France,16.25,-61.5833,1/31/20,0,0
2387,Mayotte,France,-12.8275,45.1662,1/31/20,0,0
2388,New Caledonia,France,-20.9043,165.618,1/31/20,0,0
2389,Reunion,France,-21.1351,55.2471,1/31/20,0,0
2390,Saint Barthelemy,France,17.9,-62.8333,1/31/20,0,0
2391,St Martin,France,18.0708,-63.0501,1/31/20,0,0
2392,Martinique,France,14.6415,-61.0242,1/31/20,0,0
2393,,France,46.2276,2.2137,1/31/20,5,0
2394,,Gabon,-0.8037,11.6094,1/31/20,0,0
2395,,Gambia,13.4432,-15.3101,1/31/20,0,0
2396,,Georgia,42.3154,43.3569,1/31/20,0,0
2397,,Germany,51.0,9.0,1/31/20,5,0
2398,,Ghana,7.9465,-1.0232,1/31/20,0,0
2399,,Greece,39.0742,21.8243,1/31/20,0,0
2400,,Guatemala,15.7835,-90.2308,1/31/20,0,0
2401,,Guinea,9.9456,-9.6966,1/31/20,0,0
2402,,Guyana,5.0,-58.75,1/31/20,0,0
2403,,Haiti,18.9712,-72.2852,1/31/20,0,0
2404,,Holy See,41.9029,12.4534,1/31/20,0,0
2405,,Honduras,15.2,-86.2419,1/31/20,0,0
2406,,Hungary,47.1625,19.5033,1/31/20,0,0
2407,,Iceland,64.9631,-19.0208,1/31/20,0,0
2408,,India,21.0,78.0,1/31/20,1,0
2409,,Indonesia,-0.7893,113.9213,1/31/20,0,0
2410,,Iran,32.0,53.0,1/31/20,0,0
2411,,Iraq,33.0,44.0,1/31/20,0,0
2412,,Ireland,53.1424,-7.6921,1/31/20,0,0
2413,,Israel,31.0,35.0,1/31/20,0,0
2414,,Italy,43.0,12.0,1/31/20,2,0
2415,,Jamaica,18.1096,-77.2975,1/31/20,0,0
2416,,Japan,36.0,138.0,1/31/20,15,0
2417,,Jordan,31.24,36.51,1/31/20,0,0
2418,,Kazakhstan,48.0196,66.9237,1/31/20,0,0
2419,,Kenya,-0.0236,37.9062,1/31/20,0,0
2420,,"Korea, South",36.0,128.0,1/31/20,11,0
2421,,Kuwait,29.5,47.75,1/31/20,0,0
2422,,Kyrgyzstan,41.2044,74.7661,1/31/20,0,0
2423,,Latvia,56.8796,24.6032,1/31/20,0,0
2424,,Lebanon,33.8547,35.8623,1/31/20,0,0
2425,,Liberia,6.4281,-9.4295,1/31/20,0,0
2426,,Liechtenstein,47.14,9.55,1/31/20,0,0
2427,,Lithuania,55.1694,23.8813,1/31/20,0,0
2428,,Luxembourg,49.8153,6.1296,1/31/20,0,0
2429,,Madagascar,-18.7669,46.8691,1/31/20,0,0
2430,,Malaysia,2.5,112.5,1/31/20,8,0
2431,,Maldives,3.2028,73.2207,1/31/20,0,0
2432,,Malta,35.9375,14.3754,1/31/20,0,0
2433,,Mauritania,21.0079,10.9408,1/31/20,0,0
2434,,Mauritius,-20.2,57.5,1/31/20,0,0
2435,,Mexico,23.6345,-102.5528,1/31/20,0,0
2436,,Moldova,47.4116,28.3699,1/31/20,0,0
2437,,Monaco,43.7333,7.4167,1/31/20,0,0
2438,,Mongolia,46.8625,103.8467,1/31/20,0,0
2439,,Montenegro,42.5,19.3,1/31/20,0,0
2440,,Morocco,31.7917,-7.0926,1/31/20,0,0
2441,,Namibia,-22.9576,18.4904,1/31/20,0,0
2442,,Nepal,28.1667,84.25,1/31/20,1,0
2443,Aruba,Netherlands,12.5186,-70.0358,1/31/20,0,0
2444,Curacao,Netherlands,12.1696,-68.99,1/31/20,0,0
2445,Sint Maarten,Netherlands,18.0425,-63.0548,1/31/20,0,0
2446,,Netherlands,52.1326,5.2913,1/31/20,0,0
2447,,New Zealand,-40.9006,174.886,1/31/20,0,0
2448,,Nicaragua,12.8654,-85.2072,1/31/20,0,0
2449,,Niger,17.6078,8.0817,1/31/20,0,0
2450,,Nigeria,9.082,8.6753,1/31/20,0,0
2451,,North Macedonia,41.6086,21.7453,1/31/20,0,0
2452,,Norway,60.472,8.4689,1/31/20,0,0
2453,,Oman,21.0,57.0,1/31/20,0,0
2454,,Pakistan,30.3753,69.3451,1/31/20,0,0
2455,,Panama,8.538,-80.7821,1/31/20,0,0
2456,,Papua New Guinea,-6.315,143.9555,1/31/20,0,0
2457,,Paraguay,-23.4425,-58.4438,1/31/20,0,0
2458,,Peru,-9.19,-75.0152,1/31/20,0,0
2459,,Philippines,13.0,122.0,1/31/20,1,0
2460,,Poland,51.9194,19.1451,1/31/20,0,0
2461,,Portugal,39.3999,-8.2245,1/31/20,0,0
2462,,Qatar,25.3548,51.1839,1/31/20,0,0
2463,,Romania,45.9432,24.9668,1/31/20,0,0
2464,,Russia,60.0,90.0,1/31/20,2,0
2465,,Rwanda,-1.9403,29.8739,1/31/20,0,0
2466,,Saint Lucia,13.9094,-60.9789,1/31/20,0,0
2467,,Saint Vincent and the Grenadines,12.9843,-61.2872,1/31/20,0,0
2468,,San Marino,43.9424,12.4578,1/31/20,0,0
2469,,Saudi Arabia,24.0,45.0,1/31/20,0,0
2470,,Senegal,14.4974,-14.4524,1/31/20,0,0
2471,,Serbia,44.0165,21.0059,1/31/20,0,0
2472,,Seychelles,-4.6796,55.492,1/31/20,0,0
2473,,Singapore,1.2833,103.8333,1/31/20,13,0
2474,,Slovakia,48.669,19.699,1/31/20,0,0
2475,,Slovenia,46.1512,14.9955,1/31/20,0,0
2476,,Somalia,5.1521,46.1996,1/31/20,0,0
2477,,South Africa,-30.5595,22.9375,1/31/20,0,0
2478,,Spain,40.0,-4.0,1/31/20,0,0
2479,,Sri Lanka,7.0,81.0,1/31/20,1,0
2480,,Sudan,12.8628,30.2176,1/31/20,0,0
2481,,Suriname,3.9193,-56.0278,1/31/20,0,0
2482,,Sweden,63.0,16.0,1/31/20,1,0
2483,,Switzerland,46.8182,8.2275,1/31/20,0,0
2484,,Taiwan*,23.7,121.0,1/31/20,10,0
2485,,Tanzania,-6.369,34.8888,1/31/20,0,0
2486,,Thailand,15.0,101.0,1/31/20,19,0
2487,,Togo,8.6195,0.8248,1/31/20,0,0
2488,,Trinidad and Tobago,10.6918,-61.2225,1/31/20,0,0
2489,,Tunisia,34.0,9.0,1/31/20,0,0
2490,,Turkey,38.9637,35.2433,1/31/20,0,0
2491,,Uganda,1.0,32.0,1/31/20,0,0
2492,,Ukraine,48.3794,31.1656,1/31/20,0,0
2493,,United Arab Emirates,24.0,54.0,1/31/20,4,0
2494,Bermuda,United Kingdom,32.3078,-64.7505,1/31/20,0,0
2495,Cayman Islands,United Kingdom,19.3133,-81.2546,1/31/20,0,0
2496,Channel Islands,United Kingdom,49.3723,-2.3644,1/31/20,0,0
2497,Gibraltar,United Kingdom,36.1408,-5.3536,1/31/20,0,0
2498,Isle of Man,United Kingdom,54.2361,-4.5481,1/31/20,0,0
2499,Montserrat,United Kingdom,16.7425,-62.1874,1/31/20,0,0
2500,,United Kingdom,55.3781,-3.4360000000000004,1/31/20,2,0
2501,,Uruguay,-32.5228,-55.7658,1/31/20,0,0
2502,,US,37.0902,-95.7129,1/31/20,7,0
2503,,Uzbekistan,41.3775,64.5853,1/31/20,0,0
2504,,Venezuela,6.4238,-66.5897,1/31/20,0,0
2505,,Vietnam,16.0,108.0,1/31/20,2,0
2506,,Zambia,-15.4167,28.2833,1/31/20,0,0
2507,,Zimbabwe,-20.0,30.0,1/31/20,0,0
2508,Diamond Princess,Canada,0.0,0.0,1/31/20,0,0
2509,,Dominica,15.415,-61.371,1/31/20,0,0
2510,,Grenada,12.1165,-61.678999999999995,1/31/20,0,0
2511,,Mozambique,-18.665695,35.529562,1/31/20,0,0
2512,,Syria,34.802075,38.99681500000001,1/31/20,0,0
2513,,Timor-Leste,-8.874217,125.727539,1/31/20,0,0
2514,,Belize,13.1939,-59.5432,1/31/20,0,0
2515,Recovered,Canada,0.0,0.0,1/31/20,0,0
2516,,Laos,19.856270000000002,102.495496,1/31/20,0,0
2517,,Libya,26.3351,17.228331,1/31/20,0,0
2518,,West Bank and Gaza,31.9522,35.2332,1/31/20,0,0
2519,,Guinea-Bissau,11.8037,-15.1804,1/31/20,0,0
2520,,Mali,17.570692,-3.996166000000001,1/31/20,0,0
2521,,Saint Kitts and Nevis,17.357822,-62.782998,1/31/20,0,0
2522,Northwest Territories,Canada,64.8255,-124.8457,1/31/20,0,0
2523,Yukon,Canada,64.2823,-135.0,1/31/20,0,0
2524,,Kosovo,42.602636,20.902977,1/31/20,0,0
2525,,Burma,21.9162,95.956,1/31/20,0,0
2526,Anguilla,United Kingdom,18.2206,-63.0686,1/31/20,0,0
2527,British Virgin Islands,United Kingdom,18.4207,-64.64,1/31/20,0,0
2528,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,1/31/20,0,0
2529,,MS Zaandam,0.0,0.0,1/31/20,0,0
2530,,Afghanistan,33.0,65.0,2/1/20,0,0
2531,,Albania,41.1533,20.1683,2/1/20,0,0
2532,,Algeria,28.0339,1.6596,2/1/20,0,0
2533,,Andorra,42.5063,1.5218,2/1/20,0,0
2534,,Angola,-11.2027,17.8739,2/1/20,0,0
2535,,Antigua and Barbuda,17.0608,-61.7964,2/1/20,0,0
2536,,Argentina,-38.4161,-63.6167,2/1/20,0,0
2537,,Armenia,40.0691,45.0382,2/1/20,0,0
2538,Australian Capital Territory,Australia,-35.4735,149.0124,2/1/20,0,0
2539,New South Wales,Australia,-33.8688,151.2093,2/1/20,4,0
2540,Northern Territory,Australia,-12.4634,130.8456,2/1/20,0,0
2541,Queensland,Australia,-28.0167,153.4,2/1/20,3,0
2542,South Australia,Australia,-34.9285,138.6007,2/1/20,1,0
2543,Tasmania,Australia,-41.4545,145.9707,2/1/20,0,0
2544,Victoria,Australia,-37.8136,144.9631,2/1/20,4,0
2545,Western Australia,Australia,-31.9505,115.8605,2/1/20,0,0
2546,,Austria,47.5162,14.5501,2/1/20,0,0
2547,,Azerbaijan,40.1431,47.5769,2/1/20,0,0
2548,,Bahamas,25.0343,-77.3963,2/1/20,0,0
2549,,Bahrain,26.0275,50.55,2/1/20,0,0
2550,,Bangladesh,23.685,90.3563,2/1/20,0,0
2551,,Barbados,13.1939,-59.5432,2/1/20,0,0
2552,,Belarus,53.7098,27.9534,2/1/20,0,0
2553,,Belgium,50.8333,4.0,2/1/20,0,0
2554,,Benin,9.3077,2.3158,2/1/20,0,0
2555,,Bhutan,27.5142,90.4336,2/1/20,0,0
2556,,Bolivia,-16.2902,-63.5887,2/1/20,0,0
2557,,Bosnia and Herzegovina,43.9159,17.6791,2/1/20,0,0
2558,,Brazil,-14.235,-51.9253,2/1/20,0,0
2559,,Brunei,4.5353,114.7277,2/1/20,0,0
2560,,Bulgaria,42.7339,25.4858,2/1/20,0,0
2561,,Burkina Faso,12.2383,-1.5616,2/1/20,0,0
2562,,Cabo Verde,16.5388,-23.0418,2/1/20,0,0
2563,,Cambodia,11.55,104.9167,2/1/20,1,0
2564,,Cameroon,3.8480000000000003,11.5021,2/1/20,0,0
2565,Alberta,Canada,53.9333,-116.5765,2/1/20,0,0
2566,British Columbia,Canada,49.2827,-123.1207,2/1/20,1,0
2567,Grand Princess,Canada,37.6489,-122.6655,2/1/20,0,0
2568,Manitoba,Canada,53.7609,-98.8139,2/1/20,0,0
2569,New Brunswick,Canada,46.5653,-66.4619,2/1/20,0,0
2570,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/1/20,0,0
2571,Nova Scotia,Canada,44.681999999999995,-63.7443,2/1/20,0,0
2572,Ontario,Canada,51.2538,-85.3232,2/1/20,3,0
2573,Prince Edward Island,Canada,46.5107,-63.4168,2/1/20,0,0
2574,Quebec,Canada,52.9399,-73.5491,2/1/20,0,0
2575,Saskatchewan,Canada,52.9399,-106.4509,2/1/20,0,0
2576,,Central African Republic,6.6111,20.9394,2/1/20,0,0
2577,,Chad,15.4542,18.7322,2/1/20,0,0
2578,,Chile,-35.6751,-71.543,2/1/20,0,0
2579,Anhui,China,31.8257,117.2264,2/1/20,297,0
2580,Beijing,China,40.1824,116.4142,2/1/20,168,1
2581,Chongqing,China,30.0572,107.874,2/1/20,247,1
2582,Fujian,China,26.0789,117.9874,2/1/20,144,0
2583,Gansu,China,37.8099,101.0583,2/1/20,40,0
2584,Guangdong,China,23.3417,113.4244,2/1/20,535,0
2585,Guangxi,China,23.8298,108.7881,2/1/20,100,0
2586,Guizhou,China,26.8154,106.8748,2/1/20,29,0
2587,Hainan,China,19.1959,109.7453,2/1/20,62,1
2588,Hebei,China,39.549,116.1306,2/1/20,96,1
2589,Heilongjiang,China,47.861999999999995,127.7615,2/1/20,80,2
2590,Henan,China,33.882,113.61399999999999,2/1/20,422,2
2591,Hong Kong,China,22.3,114.2,2/1/20,13,0
2592,Hubei,China,30.9756,112.2707,2/1/20,7153,249
2593,Hunan,China,27.6104,111.7088,2/1/20,389,0
2594,Inner Mongolia,China,44.0935,113.9448,2/1/20,23,0
2595,Jiangsu,China,32.9711,119.455,2/1/20,202,0
2596,Jiangxi,China,27.614,115.7221,2/1/20,286,0
2597,Jilin,China,43.6661,126.1923,2/1/20,17,0
2598,Liaoning,China,41.2956,122.6085,2/1/20,64,0
2599,Macau,China,22.1667,113.55,2/1/20,7,0
2600,Ningxia,China,37.2692,106.1655,2/1/20,26,0
2601,Qinghai,China,35.7452,95.9956,2/1/20,9,0
2602,Shaanxi,China,35.1917,108.8701,2/1/20,101,0
2603,Shandong,China,36.3427,118.1498,2/1/20,206,0
2604,Shanghai,China,31.201999999999998,121.4491,2/1/20,169,1
2605,Shanxi,China,37.5777,112.2922,2/1/20,47,0
2606,Sichuan,China,30.6171,102.7103,2/1/20,207,1
2607,Tianjin,China,39.3054,117.323,2/1/20,41,0
2608,Tibet,China,31.6927,88.0924,2/1/20,1,0
2609,Xinjiang,China,41.1129,85.2401,2/1/20,18,0
2610,Yunnan,China,24.974,101.48700000000001,2/1/20,93,0
2611,Zhejiang,China,29.1832,120.0934,2/1/20,599,0
2612,,Colombia,4.5709,-74.2973,2/1/20,0,0
2613,,Congo (Brazzaville),-4.0383,21.7587,2/1/20,0,0
2614,,Congo (Kinshasa),-4.0383,21.7587,2/1/20,0,0
2615,,Costa Rica,9.7489,-83.7534,2/1/20,0,0
2616,,Cote d'Ivoire,7.54,-5.5471,2/1/20,0,0
2617,,Croatia,45.1,15.2,2/1/20,0,0
2618,,Diamond Princess,0.0,0.0,2/1/20,0,0
2619,,Cuba,22.0,-80.0,2/1/20,0,0
2620,,Cyprus,35.1264,33.4299,2/1/20,0,0
2621,,Czechia,49.8175,15.472999999999999,2/1/20,0,0
2622,Faroe Islands,Denmark,61.8926,-6.9118,2/1/20,0,0
2623,Greenland,Denmark,71.7069,-42.6043,2/1/20,0,0
2624,,Denmark,56.2639,9.5018,2/1/20,0,0
2625,,Djibouti,11.8251,42.5903,2/1/20,0,0
2626,,Dominican Republic,18.7357,-70.1627,2/1/20,0,0
2627,,Ecuador,-1.8312,-78.1834,2/1/20,0,0
2628,,Egypt,26.0,30.0,2/1/20,0,0
2629,,El Salvador,13.7942,-88.8965,2/1/20,0,0
2630,,Equatorial Guinea,1.5,10.0,2/1/20,0,0
2631,,Eritrea,15.1794,39.7823,2/1/20,0,0
2632,,Estonia,58.5953,25.0136,2/1/20,0,0
2633,,Eswatini,-26.5225,31.4659,2/1/20,0,0
2634,,Ethiopia,9.145,40.4897,2/1/20,0,0
2635,,Fiji,-17.7134,178.065,2/1/20,0,0
2636,,Finland,64.0,26.0,2/1/20,1,0
2637,French Guiana,France,3.9339,-53.1258,2/1/20,0,0
2638,French Polynesia,France,-17.6797,149.4068,2/1/20,0,0
2639,Guadeloupe,France,16.25,-61.5833,2/1/20,0,0
2640,Mayotte,France,-12.8275,45.1662,2/1/20,0,0
2641,New Caledonia,France,-20.9043,165.618,2/1/20,0,0
2642,Reunion,France,-21.1351,55.2471,2/1/20,0,0
2643,Saint Barthelemy,France,17.9,-62.8333,2/1/20,0,0
2644,St Martin,France,18.0708,-63.0501,2/1/20,0,0
2645,Martinique,France,14.6415,-61.0242,2/1/20,0,0
2646,,France,46.2276,2.2137,2/1/20,6,0
2647,,Gabon,-0.8037,11.6094,2/1/20,0,0
2648,,Gambia,13.4432,-15.3101,2/1/20,0,0
2649,,Georgia,42.3154,43.3569,2/1/20,0,0
2650,,Germany,51.0,9.0,2/1/20,8,0
2651,,Ghana,7.9465,-1.0232,2/1/20,0,0
2652,,Greece,39.0742,21.8243,2/1/20,0,0
2653,,Guatemala,15.7835,-90.2308,2/1/20,0,0
2654,,Guinea,9.9456,-9.6966,2/1/20,0,0
2655,,Guyana,5.0,-58.75,2/1/20,0,0
2656,,Haiti,18.9712,-72.2852,2/1/20,0,0
2657,,Holy See,41.9029,12.4534,2/1/20,0,0
2658,,Honduras,15.2,-86.2419,2/1/20,0,0
2659,,Hungary,47.1625,19.5033,2/1/20,0,0
2660,,Iceland,64.9631,-19.0208,2/1/20,0,0
2661,,India,21.0,78.0,2/1/20,1,0
2662,,Indonesia,-0.7893,113.9213,2/1/20,0,0
2663,,Iran,32.0,53.0,2/1/20,0,0
2664,,Iraq,33.0,44.0,2/1/20,0,0
2665,,Ireland,53.1424,-7.6921,2/1/20,0,0
2666,,Israel,31.0,35.0,2/1/20,0,0
2667,,Italy,43.0,12.0,2/1/20,2,0
2668,,Jamaica,18.1096,-77.2975,2/1/20,0,0
2669,,Japan,36.0,138.0,2/1/20,20,0
2670,,Jordan,31.24,36.51,2/1/20,0,0
2671,,Kazakhstan,48.0196,66.9237,2/1/20,0,0
2672,,Kenya,-0.0236,37.9062,2/1/20,0,0
2673,,"Korea, South",36.0,128.0,2/1/20,12,0
2674,,Kuwait,29.5,47.75,2/1/20,0,0
2675,,Kyrgyzstan,41.2044,74.7661,2/1/20,0,0
2676,,Latvia,56.8796,24.6032,2/1/20,0,0
2677,,Lebanon,33.8547,35.8623,2/1/20,0,0
2678,,Liberia,6.4281,-9.4295,2/1/20,0,0
2679,,Liechtenstein,47.14,9.55,2/1/20,0,0
2680,,Lithuania,55.1694,23.8813,2/1/20,0,0
2681,,Luxembourg,49.8153,6.1296,2/1/20,0,0
2682,,Madagascar,-18.7669,46.8691,2/1/20,0,0
2683,,Malaysia,2.5,112.5,2/1/20,8,0
2684,,Maldives,3.2028,73.2207,2/1/20,0,0
2685,,Malta,35.9375,14.3754,2/1/20,0,0
2686,,Mauritania,21.0079,10.9408,2/1/20,0,0
2687,,Mauritius,-20.2,57.5,2/1/20,0,0
2688,,Mexico,23.6345,-102.5528,2/1/20,0,0
2689,,Moldova,47.4116,28.3699,2/1/20,0,0
2690,,Monaco,43.7333,7.4167,2/1/20,0,0
2691,,Mongolia,46.8625,103.8467,2/1/20,0,0
2692,,Montenegro,42.5,19.3,2/1/20,0,0
2693,,Morocco,31.7917,-7.0926,2/1/20,0,0
2694,,Namibia,-22.9576,18.4904,2/1/20,0,0
2695,,Nepal,28.1667,84.25,2/1/20,1,0
2696,Aruba,Netherlands,12.5186,-70.0358,2/1/20,0,0
2697,Curacao,Netherlands,12.1696,-68.99,2/1/20,0,0
2698,Sint Maarten,Netherlands,18.0425,-63.0548,2/1/20,0,0
2699,,Netherlands,52.1326,5.2913,2/1/20,0,0
2700,,New Zealand,-40.9006,174.886,2/1/20,0,0
2701,,Nicaragua,12.8654,-85.2072,2/1/20,0,0
2702,,Niger,17.6078,8.0817,2/1/20,0,0
2703,,Nigeria,9.082,8.6753,2/1/20,0,0
2704,,North Macedonia,41.6086,21.7453,2/1/20,0,0
2705,,Norway,60.472,8.4689,2/1/20,0,0
2706,,Oman,21.0,57.0,2/1/20,0,0
2707,,Pakistan,30.3753,69.3451,2/1/20,0,0
2708,,Panama,8.538,-80.7821,2/1/20,0,0
2709,,Papua New Guinea,-6.315,143.9555,2/1/20,0,0
2710,,Paraguay,-23.4425,-58.4438,2/1/20,0,0
2711,,Peru,-9.19,-75.0152,2/1/20,0,0
2712,,Philippines,13.0,122.0,2/1/20,1,0
2713,,Poland,51.9194,19.1451,2/1/20,0,0
2714,,Portugal,39.3999,-8.2245,2/1/20,0,0
2715,,Qatar,25.3548,51.1839,2/1/20,0,0
2716,,Romania,45.9432,24.9668,2/1/20,0,0
2717,,Russia,60.0,90.0,2/1/20,2,0
2718,,Rwanda,-1.9403,29.8739,2/1/20,0,0
2719,,Saint Lucia,13.9094,-60.9789,2/1/20,0,0
2720,,Saint Vincent and the Grenadines,12.9843,-61.2872,2/1/20,0,0
2721,,San Marino,43.9424,12.4578,2/1/20,0,0
2722,,Saudi Arabia,24.0,45.0,2/1/20,0,0
2723,,Senegal,14.4974,-14.4524,2/1/20,0,0
2724,,Serbia,44.0165,21.0059,2/1/20,0,0
2725,,Seychelles,-4.6796,55.492,2/1/20,0,0
2726,,Singapore,1.2833,103.8333,2/1/20,16,0
2727,,Slovakia,48.669,19.699,2/1/20,0,0
2728,,Slovenia,46.1512,14.9955,2/1/20,0,0
2729,,Somalia,5.1521,46.1996,2/1/20,0,0
2730,,South Africa,-30.5595,22.9375,2/1/20,0,0
2731,,Spain,40.0,-4.0,2/1/20,1,0
2732,,Sri Lanka,7.0,81.0,2/1/20,1,0
2733,,Sudan,12.8628,30.2176,2/1/20,0,0
2734,,Suriname,3.9193,-56.0278,2/1/20,0,0
2735,,Sweden,63.0,16.0,2/1/20,1,0
2736,,Switzerland,46.8182,8.2275,2/1/20,0,0
2737,,Taiwan*,23.7,121.0,2/1/20,10,0
2738,,Tanzania,-6.369,34.8888,2/1/20,0,0
2739,,Thailand,15.0,101.0,2/1/20,19,0
2740,,Togo,8.6195,0.8248,2/1/20,0,0
2741,,Trinidad and Tobago,10.6918,-61.2225,2/1/20,0,0
2742,,Tunisia,34.0,9.0,2/1/20,0,0
2743,,Turkey,38.9637,35.2433,2/1/20,0,0
2744,,Uganda,1.0,32.0,2/1/20,0,0
2745,,Ukraine,48.3794,31.1656,2/1/20,0,0
2746,,United Arab Emirates,24.0,54.0,2/1/20,4,0
2747,Bermuda,United Kingdom,32.3078,-64.7505,2/1/20,0,0
2748,Cayman Islands,United Kingdom,19.3133,-81.2546,2/1/20,0,0
2749,Channel Islands,United Kingdom,49.3723,-2.3644,2/1/20,0,0
2750,Gibraltar,United Kingdom,36.1408,-5.3536,2/1/20,0,0
2751,Isle of Man,United Kingdom,54.2361,-4.5481,2/1/20,0,0
2752,Montserrat,United Kingdom,16.7425,-62.1874,2/1/20,0,0
2753,,United Kingdom,55.3781,-3.4360000000000004,2/1/20,2,0
2754,,Uruguay,-32.5228,-55.7658,2/1/20,0,0
2755,,US,37.0902,-95.7129,2/1/20,8,0
2756,,Uzbekistan,41.3775,64.5853,2/1/20,0,0
2757,,Venezuela,6.4238,-66.5897,2/1/20,0,0
2758,,Vietnam,16.0,108.0,2/1/20,6,0
2759,,Zambia,-15.4167,28.2833,2/1/20,0,0
2760,,Zimbabwe,-20.0,30.0,2/1/20,0,0
2761,Diamond Princess,Canada,0.0,0.0,2/1/20,0,0
2762,,Dominica,15.415,-61.371,2/1/20,0,0
2763,,Grenada,12.1165,-61.678999999999995,2/1/20,0,0
2764,,Mozambique,-18.665695,35.529562,2/1/20,0,0
2765,,Syria,34.802075,38.99681500000001,2/1/20,0,0
2766,,Timor-Leste,-8.874217,125.727539,2/1/20,0,0
2767,,Belize,13.1939,-59.5432,2/1/20,0,0
2768,Recovered,Canada,0.0,0.0,2/1/20,0,0
2769,,Laos,19.856270000000002,102.495496,2/1/20,0,0
2770,,Libya,26.3351,17.228331,2/1/20,0,0
2771,,West Bank and Gaza,31.9522,35.2332,2/1/20,0,0
2772,,Guinea-Bissau,11.8037,-15.1804,2/1/20,0,0
2773,,Mali,17.570692,-3.996166000000001,2/1/20,0,0
2774,,Saint Kitts and Nevis,17.357822,-62.782998,2/1/20,0,0
2775,Northwest Territories,Canada,64.8255,-124.8457,2/1/20,0,0
2776,Yukon,Canada,64.2823,-135.0,2/1/20,0,0
2777,,Kosovo,42.602636,20.902977,2/1/20,0,0
2778,,Burma,21.9162,95.956,2/1/20,0,0
2779,Anguilla,United Kingdom,18.2206,-63.0686,2/1/20,0,0
2780,British Virgin Islands,United Kingdom,18.4207,-64.64,2/1/20,0,0
2781,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2/1/20,0,0
2782,,MS Zaandam,0.0,0.0,2/1/20,0,0
2783,,Afghanistan,33.0,65.0,2/2/20,0,0
2784,,Albania,41.1533,20.1683,2/2/20,0,0
2785,,Algeria,28.0339,1.6596,2/2/20,0,0
2786,,Andorra,42.5063,1.5218,2/2/20,0,0
2787,,Angola,-11.2027,17.8739,2/2/20,0,0
2788,,Antigua and Barbuda,17.0608,-61.7964,2/2/20,0,0
2789,,Argentina,-38.4161,-63.6167,2/2/20,0,0
2790,,Armenia,40.0691,45.0382,2/2/20,0,0
2791,Australian Capital Territory,Australia,-35.4735,149.0124,2/2/20,0,0
2792,New South Wales,Australia,-33.8688,151.2093,2/2/20,4,0
2793,Northern Territory,Australia,-12.4634,130.8456,2/2/20,0,0
2794,Queensland,Australia,-28.0167,153.4,2/2/20,2,0
2795,South Australia,Australia,-34.9285,138.6007,2/2/20,2,0
2796,Tasmania,Australia,-41.4545,145.9707,2/2/20,0,0
2797,Victoria,Australia,-37.8136,144.9631,2/2/20,4,0
2798,Western Australia,Australia,-31.9505,115.8605,2/2/20,0,0
2799,,Austria,47.5162,14.5501,2/2/20,0,0
2800,,Azerbaijan,40.1431,47.5769,2/2/20,0,0
2801,,Bahamas,25.0343,-77.3963,2/2/20,0,0
2802,,Bahrain,26.0275,50.55,2/2/20,0,0
2803,,Bangladesh,23.685,90.3563,2/2/20,0,0
2804,,Barbados,13.1939,-59.5432,2/2/20,0,0
2805,,Belarus,53.7098,27.9534,2/2/20,0,0
2806,,Belgium,50.8333,4.0,2/2/20,0,0
2807,,Benin,9.3077,2.3158,2/2/20,0,0
2808,,Bhutan,27.5142,90.4336,2/2/20,0,0
2809,,Bolivia,-16.2902,-63.5887,2/2/20,0,0
2810,,Bosnia and Herzegovina,43.9159,17.6791,2/2/20,0,0
2811,,Brazil,-14.235,-51.9253,2/2/20,0,0
2812,,Brunei,4.5353,114.7277,2/2/20,0,0
2813,,Bulgaria,42.7339,25.4858,2/2/20,0,0
2814,,Burkina Faso,12.2383,-1.5616,2/2/20,0,0
